,Unnamed: 0,uid,RAW_nprocs,RAW_run_time,exe,POSIX_RAW_agg_perf_by_slowest,POSIX_RAW_TOTAL_FILES,POSIX_RAW_OPENS,POSIX_RAW_FILENOS,POSIX_RAW_DUPS,POSIX_RAW_SEEKS,POSIX_RAW_STATS,POSIX_RAW_MODE,POSIX_RAW_MAX_BYTE_READ,POSIX_RAW_MAX_BYTE_WRITTEN,POSIX_RAW_MEM_ALIGNMENT,POSIX_RAW_FILE_ALIGNMENT,POSIX_RAW_MAX_READ_TIME_SIZE,POSIX_RAW_MAX_WRITE_TIME_SIZE,POSIX_RAW_ACCESS1_ACCESS,POSIX_RAW_ACCESS2_ACCESS,POSIX_RAW_ACCESS3_ACCESS,POSIX_RAW_ACCESS4_ACCESS,POSIX_RAW_TOTAL_ACCESSES,POSIX_RAW_TOTAL_BYTES,POSIX_BYTES_READ_PERC,POSIX_BYTES_WRITTEN_PERC,POSIX_UNIQUE_FILES_PERC,POSIX_SHARE_FILES_PERC,POSIX_READ_ONLY_FILES_PERC,POSIX_READ_WRITE_FILES_PERC,POSIX_WRITE_ONLY_FILES_PERC,POSIX_READS_PERC,POSIX_WRITES_PERC,POSIX_RW_SWITCHES_PERC,POSIX_SEQ_READS_PERC,POSIX_SEQ_WRITES_PERC,POSIX_CONSEC_READS_PERC,POSIX_CONSEC_WRITES_PERC,POSIX_FILE_NOT_ALIGNED_PERC,POSIX_MEM_NOT_ALIGNED_PERC,POSIX_SIZE_READ_0_100_PERC,POSIX_SIZE_READ_100_1K_PERC,POSIX_SIZE_READ_1K_10K_PERC,POSIX_SIZE_READ_10K_100K_PERC,POSIX_SIZE_READ_100K_1M_PERC,POSIX_SIZE_READ_1M_4M_PERC,POSIX_SIZE_READ_4M_10M_PERC,POSIX_SIZE_READ_10M_100M_PERC,POSIX_SIZE_READ_100M_1G_PERC,POSIX_SIZE_READ_1G_PLUS_PERC,POSIX_SIZE_WRITE_0_100_PERC,POSIX_SIZE_WRITE_100_1K_PERC,POSIX_SIZE_WRITE_1K_10K_PERC,POSIX_SIZE_WRITE_10K_100K_PERC,POSIX_SIZE_WRITE_100K_1M_PERC,POSIX_SIZE_WRITE_1M_4M_PERC,POSIX_SIZE_WRITE_4M_10M_PERC,POSIX_SIZE_WRITE_10M_100M_PERC,POSIX_SIZE_WRITE_100M_1G_PERC,POSIX_SIZE_WRITE_1G_PLUS_PERC,POSIX_ACCESS1_COUNT_PERC,POSIX_ACCESS2_COUNT_PERC,POSIX_ACCESS3_COUNT_PERC,POSIX_ACCESS4_COUNT_PERC,LOG10_nprocs,LOG10_run_time,POSIX_LOG10_agg_perf_by_slowest,POSIX_LOG10_TOTAL_FILES,POSIX_LOG10_OPENS,POSIX_LOG10_FILENOS,POSIX_LOG10_DUPS,POSIX_LOG10_SEEKS,POSIX_LOG10_STATS,POSIX_LOG10_MODE,POSIX_LOG10_MAX_BYTE_READ,POSIX_LOG10_MAX_BYTE_WRITTEN,POSIX_LOG10_MEM_ALIGNMENT,POSIX_LOG10_FILE_ALIGNMENT,POSIX_LOG10_MAX_READ_TIME_SIZE,POSIX_LOG10_MAX_WRITE_TIME_SIZE,POSIX_LOG10_ACCESS1_ACCESS,POSIX_LOG10_ACCESS2_ACCESS,POSIX_LOG10_ACCESS3_ACCESS,POSIX_LOG10_ACCESS4_ACCESS,POSIX_LOG10_TOTAL_ACCESSES,POSIX_LOG10_TOTAL_BYTES,short_name
13,1.146128035678238,10872,1,30.014604806900024,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/llama.cpp.dsp/models/7B/ggml-model-f16-transpose.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,215.62961356637896,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.4915662516858612,2.33571782500107,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
14,1.1760912590556813,10803,64,756.8722901344299,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,302.7232527761465,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1063016245.0,136.0,17825792.0,156750.0,643646.0,670098.0,656612.0,634650.0,632807.0,56068.0,2159897109.0,0.5078355929222182,0.49216440707778175,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.39510950988085897,0.6048904901191411,3.567097096382964e-05,0.3654312620389527,0.6046764642933581,0.3429407148462581,0.6046051223514304,0.968805735892131,0.0,0.03542127416708283,0.0,0.3282264393236784,0.0,0.03146179639009774,0.0,0.0,0.0,0.0,0.0,0.006777484483127631,0.013430120567881858,0.5573232503388742,0.00010701291289148891,0.02725262181636584,0.0,0.0,0.0,0.0,0.0,0.7140258257829778,0.17999571948348433,0.0072768780766212455,0.006866661910537205,1.8129133566428555,2.879596028372473,2.4824780423818527,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.026539901865007,2.1367205671564067,7.251048859021162,5.19521032011262,5.8086477493725805,5.826138969831444,5.817309476889171,5.802534968691931,5.801271960903485,4.748722810452788,9.334433063362257,vasp
15,1.2041199826559248,10872,1,18.97146368026733,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,509.476146124392,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3004098948641523,2.7079754528899413,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
16,1.2304489213782739,10803,64,827.2554421424866,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,274.0238802553313,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1070862384.0,136.0,17825792.0,156750.0,649475.0,676119.0,662488.0,640547.0,638167.0,56072.0,2167743248.0,0.5059974837942616,0.49400251620573843,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.3950813240119846,0.6049186759880154,3.5668426309031246e-05,0.3654051933228706,0.6047046654301612,0.3429162505350264,0.6046333285775431,0.9688079611927521,0.0,0.03541874732486803,0.0,0.328203024682551,0.0,0.03145955200456556,0.0,0.0,0.0,0.0,0.0,0.006759166785561421,0.020116992438293624,0.5506848337851334,0.00010700527892709374,0.02725067770009987,0.0,0.0,0.0,0.0,0.0,0.7139748894278785,0.17998287915537167,0.007312027393351406,0.006866172064488515,1.8129133566428555,2.9181642981425115,2.4393704051497003,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.029733663852259,2.1367205671564067,7.251048859021162,5.19521032011262,5.812563107279494,5.8300237827948225,5.821178671621734,5.806551679520284,5.804935023342531,4.748753792206785,9.336007842374785,vasp
17,1.255272505103306,10872,1,38.77934122085571,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,195.1584872750337,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.599657586568301,2.292607103681313,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
18,1.2787536009528289,10872,1,37.93444108963013,/thfs3/home/testpdl1/llama/240205/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,175.16724800056372,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.590333944707479,2.2459251700535106,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
19,1.3010299956639813,10872,1,36.00698924064636,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,224.7257954078605,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.5682837538505487,2.3535811920558434,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
20,1.3222192947339193,10803,64,1028.888832807541,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,256.6142293600933,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1066711522.0,136.0,17825792.0,156750.0,647630.0,673274.0,659796.0,637522.0,635347.0,56074.0,2163592386.0,0.5069682423073567,0.4930317576926433,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.395067232585512,0.604932767414488,3.566715411777294e-05,0.36539216035952493,0.6047187644897813,0.34290401968826906,0.6046474301815458,0.9688090737240076,0.0,0.03541748403894853,0.0,0.32819131861468775,0.0,0.03145842993187573,0.0,0.0,0.0,0.0,0.0,0.013464350679459286,0.006741092128259086,0.5573706173984377,0.00010700146235331883,0.027249705745978528,0.0,0.0,0.0,0.0,0.0,0.713949423975461,0.17999429325534116,0.00727609944002568,0.006865927167671292,1.8129133566428555,3.0127903490703987,2.4109698476702945,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.02804698652066,2.1367205671564067,7.251048859021162,5.19521032011262,5.811327628850199,5.828192488575145,5.819410336540626,5.80449585748701,5.803011667152762,4.748769282255005,9.335175444627252,vasp
21,1.3424226808222062,10803,64,932.2712614536284,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,220.83611946328836,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1064027783.0,136.0,17825792.0,156750.0,157478.0,671692.0,657540.0,635618.0,634004.0,55697.0,2160908647.0,0.5075978711653515,0.4924021288346485,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.39774135052157206,0.6022586494784279,3.5908576763559976e-05,0.3678654146542902,0.6020431980178466,0.3452250570048656,0.6019713808643194,0.9685979496202668,0.0,0.03565721672621506,0.0,0.33041276908989714,0.0,0.0316713647054599,0.0,0.0,0.0,0.0,0.0,7.181715352711995e-05,0.020252437294647825,0.5543925166526025,0.00010772573029067993,0.027434152647359822,0.0,0.0,0.0,0.0,0.0,0.7187640267877983,0.18119467834892364,0.007343303948148015,0.006894446738603515,1.8129133566428555,2.9700078926533195,2.3460322596061336,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.026952968448075,2.1367205671564067,7.251048859021162,5.19521032011262,5.197222648333961,5.8271708223537555,5.8179228377984655,5.803196870712538,5.802092682903574,4.745839600836956,9.334636407555108,vasp
22,1.3617278360175928,10872,1,0.1755769252777099,/thfs3/home/testpdl1/miniforge3/envs/torch2/bin/python -c import sys;print(sys.path) ,2.024000972543026,32,24.0,6.0,3.0,29.0,58.0,0.0,174519.0,281.0,256.0,30408701.0,174534.0,282.0,174816.0,0.0,0.0,0.0,31.0,174816.0,0.998386875343218,0.001613124656781988,1.0,0.0,0.46875,0.0,0.03125,0.967741935483871,0.03225806451612903,0.0,0.4838709677419355,0.0,0.4838709677419355,0.0,0.4838709677419355,0.45161290322580644,0.4838709677419355,0.03225806451612903,0.25806451612903225,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.0,0.0,0.0,0.3010299956639812,0.07025105296801984,0.48058192650178855,1.5185139398778875,1.3979400086720377,0.8450980400142568,0.6020599913279624,1.4771212547196624,1.7708520116421442,0.0,5.2418452043147825,2.450249108319361,2.4099331233312946,7.482997882614752,5.24188253033637,2.45178643552429,5.242583663122195,0.0,0.0,0.0,1.505149978319906,5.242583663122195,python
25,1.414973347970818,10872,1,19.778870820999146,./build/bin/main -m /thfs3/home/testpdl1/llama/llama.cpp.dsp/models/7B/ggml-model-f16-transpose.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,577.3074779377613,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3176219431473557,2.762158808084519,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
27,1.4471580313422192,10803,64,967.4768493175508,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,267.91991991309584,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1064626319.0,136.0,17825792.0,156750.0,161322.0,671805.0,658148.0,635858.0,633915.0,56072.0,2161507183.0,0.5074573138719012,0.4925426861280988,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.3950813240119846,0.6049186759880154,3.5668426309031246e-05,0.3654051933228706,0.6047046654301612,0.3429162505350264,0.6046333285775431,0.9688079611927521,0.0,0.03541874732486803,0.0,0.328203024682551,0.0,0.03145955200456556,0.0,0.0,0.0,0.0,0.0,0.006759166785561421,0.013429162505350265,0.5573726637180768,0.00010700527892709374,0.02725067770009987,0.0,0.0,0.0,0.0,0.0,0.7139748894278785,0.17998287915537167,0.007276358967042374,0.006848337851333999,1.8129133566428555,2.986089243708916,2.4296229732456873,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.027197198723329,2.1367205671564067,7.251048859021162,5.19521032011262,5.207696289651793,5.827243878272027,5.818324225760361,5.803360822706823,5.802031713475742,4.748753792206785,9.334756683296167,vasp
29,1.4771212547196624,10872,1,19.22032117843628,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,503.3686342006682,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3057880496187202,2.7027480707298994,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
30,1.4913616938342726,10803,64,772.0882937908173,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,268.26739477244854,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1063365001.0,136.0,17825792.0,156750.0,644556.0,670880.0,656964.0,634727.0,633067.0,56070.0,2160245865.0,0.5077536065553353,0.4922463934446647,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.39509541644373103,0.604904583556269,3.566969859104691e-05,0.36541822721598005,0.6046905653647227,0.34292848225432493,0.6046192259675406,0.9688068485821295,0.0,0.035420010700909575,0.0,0.3282147315855181,0.0,0.03146067415730337,0.0,0.0,0.0,0.0,0.0,0.0067594078830033886,0.006741573033707865,0.5640449438202247,0.00010700909577314071,0.027251649723559836,0.0,0.0,0.0,0.0,0.0,0.7139825218476904,0.1799892990904227,0.007294453361869092,0.00686641697877653,1.8129133566428555,2.888229097173629,2.430183768459055,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.026682362496496,2.1367205671564067,7.251048859021162,5.19521032011262,5.809261329278046,5.826645492409479,5.817542233012201,5.802587656935785,5.801450361579195,4.74873830160606,9.334503182711316,vasp
31,1.505149978319906,10803,64,852.8154826164246,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,283.1821549035655,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1066298556.0,136.0,17825792.0,156750.0,646795.0,673103.0,659316.0,637378.0,635523.0,55698.0,2163179420.0,0.50706502607167,0.49293497392833,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.39773420948687566,0.6022657905131243,3.590793206219254e-05,0.36785881001113147,0.6020503429207512,0.3452188588459191,0.6019785270566268,0.9685805594455815,0.0,0.03565657653775719,0.0,0.3304068368702646,0.0,0.03167079607885382,0.0,0.0,0.0,0.0,0.0,7.181586412438507e-05,0.02025207368307659,0.5544005170742217,0.00010772379618657762,0.027433660095515098,0.0,0.0,0.0,0.0,0.0,0.718769076088908,0.18117347121979246,0.007343172106718374,0.0068943229559409675,1.8129133566428555,2.931364025794601,2.453596803112087,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.027878821485777,2.1367205671564067,7.251048859021162,5.19521032011262,5.810767325422213,5.828082171410655,5.819094273849283,5.804397750486378,5.803131955945502,4.745847398075337,9.335092542702437,vasp
32,1.5185139398778875,10872,1,19.54021120071411,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,194.2421779443677,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3126049048324935,2.2905736436062063,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
33,1.5314789170422551,10872,1,26.99894642829895,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 32 -t 4 -e ,645.5170085692029,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.4471416895927653,2.8105799547857617,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
34,1.5440680443502757,10803,64,878.1528661251068,/thfs3/home/stu2/vasp-6.3.2-gcc9.3.0-mpi-x/vasp ,273.1191993304734,17,1688.0,0.0,0.0,1330.0,3686.0,5694.0,1016411478.0,1062449575.0,136.0,17825792.0,148559.0,644729.0,670373.0,656772.0,634903.0,633135.0,55696.0,2159330439.0,0.5079688634908369,0.4920311365091631,0.6470588235294118,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.3977484918126975,0.6022515081873026,3.590922148807814e-05,0.3678720195346165,0.602036052858374,0.3452312553863832,0.6019642344153979,0.9685973858086757,0.0,0.03565785693766159,0.0,0.330418701522551,0.0,0.031671933352484916,0.0,0.0,0.0,0.0,0.0,7.181844297615628e-05,0.02025280091927607,0.5543845159436943,0.00010772766446423441,0.027434645216891696,0.0,0.0,0.0,0.0,0.0,0.7187948865268601,0.18121588623958632,0.00734343579431198,0.006912525136455042,1.8129133566428555,2.9440643962824793,2.4379394546247637,1.255272505103306,3.227629649571009,0.0,0.0,3.124178055474675,3.5666731376061165,3.7554937284151193,9.007069561177827,9.026308327536835,2.1367205671564067,7.251048859021162,5.171901890731724,5.8093778788838675,5.826317162132518,5.817415290591232,5.802708063209893,5.8014970081303,4.745831803458583,9.33431910703436,vasp
36,1.568201724066995,10872,1,19.19107937812805,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,176.39154190023416,1,1.0,0.0,0.0,0.0,1.0,0.0,1242942.0,0.0,8.0,1048576.0,1242943.0,0.0,1242943.0,0.0,0.0,0.0,1.0,1242943.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.3051595361519077,2.24893290865452,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.094451212830644,0.0,0.9542425094393249,6.020600327454919,6.094451562238708,0.0,6.094451562238708,0.0,0.0,0.0,0.3010299956639812,6.094451562238708,main
38,1.591064607026499,10872,1,39.73281741142273,/thfs3/home/testpdl1/llama/llama.cpp.dsp/./build/bin/main -m /thfs3/home/testpdl1/llama/ggml.gguf -p What is Love? Love can be: -n 16 -t 4 -e ,178.25577521906004,1,1.0,0.0,0.0,0.0,1.0,0.0,1230766.0,0.0,8.0,1048576.0,1230767.0,0.0,1230767.0,0.0,0.0,0.0,1.0,1230767.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3010299956639812,1.6099444504473186,2.2534731565594512,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,6.090175843189626,0.0,0.9542425094393249,6.020600327454919,6.090176196054389,0.0,6.090176196054389,0.0,0.0,0.0,0.3010299956639812,6.090176196054389,main
39,1.6020599913279625,10872,1,53.349955558776855,/thfs3/home/testpdl1/miniforge3/envs/torch=2.1/bin/python3 convert.py models/7B/ ,403.36701209837184,454,294.0,84.0,3.0,3498.0,865.0,438.0,13481859667.0,808020.0,3632.0,472907773.0,8622979.0,133.0,9346789.0,33571929.0,88080526.0,29360243.0,2067.0,16080447890.0,0.9999497512752427,5.0248724757379874e-05,1.0,0.0,0.45594713656387664,0.0,0.004405286343612335,0.6981132075471698,0.3018867924528302,0.0,0.44895984518626025,0.30091920657958393,0.2370585389453314,0.30091920657958393,0.5979680696661829,0.10643444605708757,0.10256410256410256,0.009192065795839382,0.06627963231736816,0.05176584421867441,0.0019351717464925011,0.3570391872278665,0.0,0.10836961780358007,0.0009675858732462506,0.0,0.018867924528301886,0.28205128205128205,0.0,0.0004837929366231253,0.0004837929366231253,0.0,0.0,0.0,0.0,0.0,0.6265118529269472,0.10304789550072568,0.0841799709724238,0.05418480890179003,0.3010299956639812,1.735199193305738,2.606775719006004,2.6580113966571126,2.469822015978163,1.9294189257142929,0.6020599913279624,3.5439439424829065,2.937517892017347,2.6424645202421213,10.129749802276855,5.907422647984493,3.5602653978627146,8.674776453320886,6.935657378806223,2.1271047983648077,6.970662485241797,7.525976308905341,7.944879904425403,7.467759660488354,3.315550534421905,10.206298141046812,python3
